Accession,pvalue,log2FC,Gene,Label
O95394,0.000424056,0.724598284,PGM3,NO
O95396,0.033607447,-0.29488072,MOCS3,NO
O95400,0.004624752,-0.231043776,CD2BP2,NO
O95402,0.101194991,-0.143922424,MED26,NO
O95415,0.170821782,0.189583301,BRI3,NO
O95429,0.027470882,0.62272777,BAG4,NO
O95433,0.485036909,-0.049562474,AHSA1,NO
O95456,0.039002348,0.238156547,PSMG1,NO
O95470,0.011418551,-0.424934724,SGPL1,NO
O95476,0.015544513,0.367501295,CTDNEP1,NO
O95478,0.933452244,-0.005545655,NSA2,NO
O95479,0.156649609,-0.11015128,H6PD,NO
O95486,0.039533551,0.191345197,SEC24A,NO
O95487,0.007136886,0.306675878,SEC24B,NO
O95551,0.048140006,0.143217825,TDP2,NO
O95568,0.805124402,0.029494413,METTL18,NO
O95602,0.016414125,-0.18490674,POLR1A,NO
O95613,0.000223258,0.771858105,PCNT,NO
O95619,0.097049887,-0.344279246,YEATS4,NO
O95622,0.006643917,-1.53892997,ADCY5,NO
O95625,0.00037203,-0.751448853,ZBTB11,NO
O95628,0.007015748,0.429119361,CNOT4,NO
O95639,0.20074341,-0.110143454,CPSF4,NO
O95671,0.00641587,-1.094766725,ASMTL,NO
O95674,0.003581617,0.513686433,CDS2,NO
O95684,0.064301534,0.325858088,CEP43,NO
O95685,0.014044919,-1.197663364,PPP1R3D,NO
O95696-2,0.061756761,-0.248503548,BRD1,NO
O95707,0.001415703,0.547694037,POP4,NO
O95714,0.003710833,-0.238420648,HERC2,NO
O95716,0.001047206,-1.925704985,RAB3D,NO
O95721,0.012130386,0.23166412,SNAP29,NO
O95747,0.005770867,0.352298232,OXSR1,NO
O95749,0.00152195,0.596021771,GGPS1,NO
O95757,0.000319444,0.772310591,HSPA4L,NO
O95758-1,0.38966899,-0.019060199,PTBP3,NO
O95772,0.065163688,0.165776163,STARD3NL,NO
O95777,0.077798986,-0.09632891,LSM8,NO
O95782,0.00809719,-0.229593828,AP2A1,NO
O95786,0.00636732,0.715868986,DDX58,NO
O95793,0.026673228,-0.11158061,STAU1,NO
O95801,0.010629809,0.382557866,TTC4,NO
O95810,0.001333242,1.458741039,CAVIN2,NO
O95816,0.001912707,0.985181852,BAG2,NO
O95817,0.008413266,-1.526723168,BAG3,NO
O95822,0.000333879,-1.275685504,MLYCD,NO
O95825,0.003003666,0.387022021,CRYZL1,NO
O95831,0.005737019,-0.847915318,AIFM1,NO
O95832,0.5936948,0.177539188,CLDN1,NO
O95833,0.336862497,-0.05495897,CLIC3,NO
O95834,0.004527673,-0.635294212,EML2,NO
O95835,0.080247096,0.352776031,LATS1,NO
O95837,0.118564595,0.223616727,GNA14,NO
O95848,0.059666486,-0.244894335,NUDT14,NO
O95857,0.018142647,-0.573506042,TSPAN13,NO
O95858,0.448405142,0.055137131,TSPAN15,NO
O95861,0.005555778,0.418327825,BPNT1,NO
O95865,0.005364109,0.466381858,DDAH2,NO
O95872,0.011666816,0.413969091,GPANK1,NO
O95873,0.00150928,-0.530866964,C6orf47,NO
O95881,0.00149303,-0.219304203,TXNDC12,NO
O95900,0.525801565,-0.063477425,TRUB2,NO
O95905,0.055704532,0.298167642,ECD,NO
O95926,0.000399063,-0.56229469,SYF2,NO
O95983,0.145425091,0.088432119,MBD3,NO
O95985,0.211131759,0.119439378,TOP3B,NO
O95989,0.004021851,0.773989704,NUDT3,NO
O95994,0.002330599,-1.581119044,AGR2,NO
O96005,0.006002626,-1.101999063,CLPTM1,NO
O96007,0.686565997,0.037717754,MOCS2,NO
O96008,0.013152947,-0.308669775,TOMM40,NO
O96011,0.003472905,-0.88131624,PEX11B,NO
O96013,0.580182183,-0.020875757,PAK4,NO
O96014,0.827438479,0.040651847,WNT11,NO
O96017,0.008857864,0.317459365,CHEK2,NO
O96018,0.073205612,0.267894777,APBA3,NO
O96019,0.003257683,-0.487509376,ACTL6A,NO
O96028,0.027846013,-0.238883655,NSD2,NO
O96033,0.093839313,0.434644004,MOCS2,NO
P00156,0.028809061,-1.383943999,MT-CYB,NO
P00167,0.019511311,-0.498510027,CYB5A,NO
P00338,0.007336556,0.573417471,LDHA,NO
P00367,0.039761951,-0.235008233,GLUD1,NO
P00374,0.039236327,-0.445995011,DHFR,NO
P00387,0.009359373,0.260073849,CYB5R3,NO
P00390,0.007104043,-0.570235665,GSR,NO
P00403,0.043908004,-0.266907323,MT-CO2,NO
P00441,0.07748021,0.178872892,SOD1,NO
P00488,0.010562695,1.076407494,F13A1,NO
P00491,0.001426345,0.672176098,PNP,NO
P00492,0.08993269,0.181495613,HPRT1,NO
P00505,0.210105174,0.066174452,GOT2,NO
P00519,0.001004098,0.698414126,ABL1,NO
P00533,4.58E-05,1.866379238,EGFR,YES
P00558,0.293075752,-0.106826197,PGK1,NO
P00568,0.000656965,0.84036634,AK1,NO
P00749,0.001885223,1.996530334,PLAU,NO
P00751,0.0530367,1.275310449,CFB,NO
P00846,0.257521393,0.174062597,MT-ATP6,NO
P00918,0.01172129,0.347485629,CA2,NO
P00966,0.011846006,-1.765732073,ASS1,NO
P01011,0.000719307,-1.401088494,SERPINA3,NO
P01024,0.622920665,0.040325517,C3,NO
P01033,0.003429377,0.864735562,TIMP1,NO
P01034,0.003769881,-0.623584346,CST3,NO
P01040,0.02523273,0.721263221,CSTA,NO
P01111,0.006882826,-1.292947479,NRAS,NO
P01112,0.006487728,-0.611802457,HRAS,NO
P01116-2,0.502322893,0.067106095,KRAS,NO
P01137,0.321579149,0.029854067,TGFB1,NO
P01583,0.006195173,0.9034467,IL1A,NO
P01903,0.468106996,0.068985745,HLA-DRA,NO
P01911,0.001533934,0.272260784,HLA-DRB1,NO
P02452,0.574622924,-0.570938223,COL1A1,NO
P02511,0.000240439,1.936641004,CRYAB,NO
P02545-2,0.928014882,-0.012861912,LMNA,NO
P02649,0.145032039,0.117104995,APOE,NO
P02751-1,0.001355658,1.238718176,FN1,NO
P02786,0.006164243,-0.333719709,TFRC,NO
P02792,0.001338607,1.29335715,FTL,NO
P02794,0.215011887,0.099731971,FTH1,NO
P03372,0.001603798,-1.29202986,ESR1,NO
P03886,0.126638777,0.211490257,MT-ND1,NO
P03891,0.063519687,-0.132523186,MT-ND2,NO
P03897,0.374315961,-0.077971969,MT-ND3,NO
P03905,0.003601362,0.88636138,MT-ND4,NO
P03915,0.658815372,-0.030071619,MT-ND5,NO
P03928,0.009615966,-0.72494932,MT-ATP8,NO
P03956,0.002155921,1.822578147,MMP1,NO
P04040,0.003994751,-1.038321325,CAT,NO
P04049,0.006653625,0.46806801,RAF1,NO
P04066,0.020297821,-0.493066088,FUCA1,NO
P04075-2,0.166201957,-0.236669038,ALDOA,NO
P04080,0.224012878,-0.139559929,CSTB,NO
P04083,0.001346882,2.750574231,ANXA1,NO
P04114,0.001187037,1.122923764,APOB,NO
P04150,0.006578592,0.404011157,NR3C1,NO
P04155,0.009078502,-2.164209256,TFF1,NO
P04179,0.010712937,-0.412579856,SOD2,NO
P04181,0.008137482,-1.198034228,OAT,NO
P04183,0.001917454,0.614504962,TK1,NO
P04259,0.708070898,-0.502321304,KRT6B,NO
P04264,0.140676326,0.698092599,KRT1,NO
P04350,0.005503321,1.141117939,TUBB4A,NO
P04406,0.024190211,0.506397225,GAPDH,NO
P04424,0.002786834,0.469080139,ASL,NO
P04626,0.003118489,-0.580998529,ERBB2,NO
P04632,0.047826621,0.175270491,CAPNS1,NO
P04792,0.024757727,-0.936032126,HSPB1,NO
P04818,0.721507978,0.044225383,TYMS,NO
P04843,0.022036016,-0.375280168,RPN1,NO
P04844,0.028064167,-0.223924448,RPN2,NO
P04899,0.002359788,0.425234706,GNAI2,NO
P04920,0.218008992,0.092651883,SLC4A2,NO
P05023,0.159761947,0.066698619,ATP1A1,NO
P05026,0.055758276,0.202483773,ATP1B1,NO
P05067,0.061786921,-0.156786132,APP,NO
P05091,0.000303491,1.97568895,ALDH2,NO
P05109,0.006383678,-1.896864631,S100A8,NO
P05111,0.183617983,-0.362925212,INHA,NO
P05114,0.000172072,-1.585728487,HMGN1,NO
P05120,0.000870961,1.932955269,SERPINB2,NO
P05121,0.007516816,2.778895989,SERPINE1,NO
P05141,0.001885223,-0.844499044,SLC25A5,NO
P05165,0.010690353,-0.607146482,PCCA,NO
P05166,0.005684652,-0.61749734,PCCB,NO
P05198,0.002275796,0.512208024,EIF2S1,NO
P05204,0.006924905,-1.00676845,HMGN2,NO
P05362,0.001083679,1.529393681,ICAM1,NO
P05386,0.031654944,0.478546525,RPLP1,NO
P05387,0.132317167,0.107437145,RPLP2,NO
P05388,0.009543404,0.210934997,RPLP0,NO
P05412,0.004033807,0.853373598,JUN,NO
P05423,0.19537697,-0.083851794,POLR3D,NO
P05452,0.025073961,0.525588026,CLEC3B,NO
P05455,0.540800956,-0.041454659,SSB,NO
P05783,0.019750317,-1.12596154,KRT18,NO
P06132,0.004234561,0.713073017,UROD,NO
P06213,0.135529198,-0.352055411,INSR,NO
P06241,0.001041673,1.146140129,FYN,NO
P06280,0.008413266,-1.325061433,GLA,NO
P06396-2,0.000834898,-0.8628212,GSN,NO
P06401,0.002488429,-0.809809485,PGR,NO
P06493,0.007061914,0.614731929,CDK1,NO
P06576,0.006326394,-0.650960546,ATP5F1B,NO
P06702,0.000424056,-1.438598236,S100A9,NO
P06703,0.002334632,2.614506294,S100A6,NO
P06733,0.149330889,0.177237529,ENO1,NO
P06737,0.001712244,1.972985849,PYGL,NO
P06744,0.035294655,-0.676827917,GPI,NO
P06748-2,0.042493726,0.087892211,NPM1,NO
P06753-5,0.003545119,0.276443564,TPM3,NO
P06756,0.015677775,-0.52491543,ITGAV,NO
P06858,0.002129112,1.384457933,LPL,NO
P06865,0.012226368,-0.662246707,HEXA,NO
P07093,0.000172072,1.105646684,SERPINE2,NO
P07099,0.009628078,-0.56181925,EPHX1,NO
P07195,0.001543601,2.424472174,LDHB,NO
P07199,0.000606329,-0.616710407,CENPB,NO
P07203,0.002931612,1.191377811,GPX1,NO
P07205,0.042065951,-0.193857012,PGK2,NO
P07305,0.011289783,-0.953060262,H1-0,NO
P07355,0.000949663,1.768291819,ANXA2,NO
P07384,0.005928942,-0.630237214,CAPN1,NO
P07437,0.021826951,0.407247484,TUBB,NO
P07686,0.010572614,-0.704305542,HEXB,NO
P07711,0.026894118,-0.457408605,CTSL,NO
P07737,0.017312169,0.475184103,PFN1,NO
P07741,0.05599461,-0.387555967,APRT,NO
P07814,0.013875815,0.505897734,EPRS1,NO
P07858,0.004733505,0.335642067,CTSB,NO
P07900,0.096637899,0.139183409,HSP90AA1,NO
P07902,0.011077009,0.558384194,GALT,NO
P07910,0.012319136,-0.524072157,HNRNPC,NO
P07919,0.079577503,0.136853867,UQCRH,NO
P07942,0.009714302,0.299627652,LAMB1,NO
P07948,0.003142503,1.066491269,LYN,NO
P07948-2,0.001907569,1.150889723,LYN,NO
P07949,0.012527242,-1.5099593,RET,NO
P07954,0.363025475,-0.054616433,FH,NO
P07996,0.001543601,0.724700192,THBS1,NO
P08047,0.007183817,-0.521141356,SP1,NO
P08133,0.000332621,1.626036207,ANXA6,NO
P08183,0.002065428,2.415068963,ABCB1,NO
P08236,0.007258425,-0.937773906,GUSB,NO
P08237,0.113610533,0.103808351,PFKM,NO
P08238,0.321690859,0.09139351,HSP90AB1,NO
P08240,0.023761758,0.143076585,SRPRA,NO
P08243,0.028443931,0.356209029,ASNS,NO
P08559,0.019748363,0.221427357,PDHA1,NO
P08574,0.014430872,0.211942558,CYC1,NO
P08579,0.011235862,-0.533728718,SNRPB2,NO
P08581,0.014638159,0.823684643,MET,NO
P08582,0.039385919,0.14753632,MELTF,NO
P08621,0.005219823,-0.509431248,SNRNP70,NO
P08648,0.00433415,1.187013393,ITGA5,NO
P08651,0.010406124,-0.358123114,NFIC,NO
P08670,0.003454744,2.401411065,VIM,NO
P08754,0.001777236,-0.44347042,GNAI3,NO
P08758,0.00071649,1.663936846,ANXA5,NO
P08865,0.008473164,0.16738773,RPSA,NO
P09001,0.004702876,-0.466705896,MRPL3,NO
P09012,0.008145148,-0.395797169,SNRPA,NO
P09038-1,0.003507939,2.109257904,FGF2,NO
P09104,0.01124476,0.443792827,ENO2,NO
P09110,0.000223258,-1.338713206,ACAA1,NO
P09132,0.001951594,0.506417958,SRP19,NO
P09211,0.003218809,2.235488485,GSTP1,NO
P09234,0.039533551,-0.173675944,SNRPC,NO
P09382,0.002345226,2.168480519,LGALS1,NO
P09417,0.002334632,0.966160576,QDPR,NO
P09429,0.047000866,-0.466225282,HMGB1,NO
P09467,0.006862273,-1.748652337,FBP1,NO
P09471-2,0.001194932,1.681179004,GNAO1,NO
P09486,0.000333879,1.649532158,SPARC,NO
P09493-10,0.009939515,-0.671553676,TPM1,NO
P09496-2,0.004224069,0.493255917,CLTA,NO
P09497-2,0.002227151,-0.380609625,CLTB,NO
P09525,0.006697298,-0.480781144,ANXA4,NO
P09543,0.010102516,0.238412113,CNP,NO
P09601,0.007057322,0.338794778,HMOX1,NO
P09622,0.008432522,-1.213536536,DLD,NO
P09651,0.210438635,-0.075019688,HNRNPA1,NO
P09661,0.002543431,-0.237025556,SNRPA1,NO
P09668,0.005666643,-1.282566281,CTSH,NO
P09669,0.00892983,-1.368851764,COX6C,NO
P09758,0.001378722,-1.77898093,TACSTD2,NO
P09874,0.505571786,0.034270561,PARP1,NO
P09914,0.990106441,0.000835924,IFIT1,NO
P09936,0.003103024,2.462466776,UCHL1,NO
P09960,0.003910331,0.585928396,LTA4H,NO
P09972,0.071268072,-0.361718328,ALDOC,NO
P0C1Z6,0.018479366,-0.271326235,TFPT,NO
P0C221,0.075021959,0.341541855,CCDC175,NO
P0C7P0,0.097547607,-0.317384473,CISD3,NO
P0C7T5,0.282330358,0.059583181,ATXN1L,NO
P0C860,0.024511844,-0.774406966,MSL3P1,NO
P0CAP2,0.71647903,0.034729513,POLR2M,NO
P0CG08,0.00611122,-0.654769922,GPR89B,NO
P0CG31,0.014605949,-0.633944365,ZNF286B,NO
P0CG38,0.022419165,0.181485453,POTEI,NO
P0CG39,0.105812193,0.207009894,POTEJ,NO
P0CK96,0.005806536,-0.363280541,SLC35E2B,NO
P0DJ93,0.000836861,0.568337911,SMIM13,NO
P0DMN0,0.067991173,-0.279764177,SULT1A4,NO
P0DMU9,0.00349107,2.867738952,CT45A10,NO
P0DP25,0.011839972,-0.31285816,CALM3,NO
P0DPB5,0.012841086,-1.44837941,POLR1D,NO
P0DPB6,0.514548453,-0.013892227,POLR1D,NO
P0DPD8,0.016744906,0.561685568,EEF1AKMT4-ECE2,NO
P10074,0.124522381,-0.162469917,ZBTB48,NO
P10109,0.05189979,-0.386460529,FDX1,NO
P10114,0.974860849,-0.003505449,RAP2A,NO
P10155,0.701898494,-0.023144516,RO60,NO
P10244,0.003532713,-0.748751431,MYBL2,NO
P10253,0.001022255,-0.674995717,GAA,NO
P10301,0.000864193,0.855249438,RRAS,NO
P10398,0.117220946,-0.15062929,ARAF,NO
P10412,0.005289088,-1.206573868,H1-4,NO
P10515,0.007906214,0.305090084,DLAT,NO
P10586,0.042329155,-0.113369657,PTPRF,NO
P10588,0.003693916,-0.841735379,NR2F6,NO
P10599,0.03903351,0.268095177,TXN,NO
P10606,0.0409265,-0.439649401,COX5B,NO
P10619,0.014152157,-0.646558134,CTSA,NO
P10620,0.007563915,-1.378525858,MGST1,NO
P10644,0.976408185,-0.001956451,PRKAR1A,NO
P10809,0.005190171,-0.340528444,HSPD1,NO
P10909,0.001187037,-0.905816259,CLU,NO
P11021,0.024648868,-0.200450326,HSPA5,NO
P11047,0.047876223,0.059643425,LAMC1,NO
P11142,0.772667422,-0.018771266,HSPA8,NO
P11166,0.008469456,-0.515230172,SLC2A1,NO
P11171,0.046650275,-0.177296533,EPB41,NO
P11172,0.002213757,0.487264705,UMPS,NO
P11177,0.01859782,0.23054894,PDHB,NO
P11182,0.365767114,-0.053833911,DBT,NO
P11216,0.000791734,0.713940962,PYGB,NO
P11217,0.269453182,0.152481401,PYGM,NO
P11233,0.007623296,0.294201635,RALA,NO
P11234,0.003516305,0.459220851,RALB,NO
P11274,0.887827636,0.006800006,BCR,NO
P11279,0.019909983,-0.335618461,LAMP1,NO
P11387,0.014121089,-0.500079407,TOP1,NO
P11388,0.008387412,-1.116119117,TOP2A,NO
P11413,0.011834786,-1.743810897,G6PD,NO
P11441,0.334294262,-0.054072987,UBL4A,NO
P11474,0.60159631,-0.099019155,ESRRA,NO
P11498,0.006135621,-1.348065564,PC,NO
P11717,0.002412996,0.519098979,IGF2R,NO
P11766,0.002210908,0.784526616,ADH5,NO
P11802,0.00150268,0.452764651,CDK4,NO
P11908,0.025366794,0.425524292,PRPS2,NO
P12004,0.000710227,0.508930162,PCNA,NO
P12036,0.002741558,0.677078979,NEFH,NO
P12074,0.348369582,-0.151729083,COX6A1,NO
P12107,0.00319915,1.234303771,COL11A1,NO
P12109,0.001629531,1.602418813,COL6A1,NO
P12110,0.002230898,0.927649367,COL6A2,NO
P12235,0.807026947,0.017524558,SLC25A4,NO
P12236,0.030323381,-0.275169461,SLC25A6,NO
P12268,0.006002626,0.801761801,IMPDH2,NO
P12270,0.111844452,-0.110071986,TPR,NO
P12277,0.002963186,1.424730507,CKB,NO
P12429,0.002159736,0.478368159,ANXA3,NO
P12532,0.004795624,-1.700228498,CKMT1A,NO
P12755,0.571250687,0.120435556,SKI,NO
P12757,0.336772366,-0.195186175,SKIL,NO
P12814,0.000363374,1.264391115,ACTN1,NO
P12830,0.00089318,-1.536631842,CDH1,NO
P12883,0.624916856,-0.324007403,MYH7,NO
P12931,0.002141511,0.641699239,SRC,NO
P12956,0.003571994,0.159653433,XRCC6,NO
P13010,0.024766702,0.096367836,XRCC5,NO
P13073,0.010271918,-0.800955741,COX4I1,NO
P13196,0.005006665,0.344221413,ALAS1,NO
P13284,0.001559078,-1.803473191,IFI30,NO
P13473-2,0.012909554,-0.512323372,LAMP2,NO
P13489,0.002966451,0.534803559,RNH1,NO
P13498,0.001374449,-1.703308982,CYBA,NO
P13631,0.017994303,-0.539787812,RARG,NO
P13639,0.053681136,0.301101163,EEF2,NO
P13667,0.008346159,-0.451456861,PDIA4,NO
P13674,0.559937575,0.081924287,P4HA1,NO
P13674-2,0.018420364,0.251410834,P4HA1,NO
P13693,0.00157223,0.966662918,TPT1,NO
P13716,0.134933253,-0.169638484,ALAD,NO
P13747,0.476552263,-0.126699348,HLA-E,NO
P13796,0.0031661,-1.149723835,LCP1,NO
P13797,0.003142503,1.942054784,PLS3,NO
P13798,0.103711562,-0.194274172,APEH,NO
P13804,0.007130712,-1.022490521,ETFA,NO
P13807,0.015327949,0.177543179,GYS1,NO
P13861,0.008146021,-0.068408592,PRKAR2A,NO
P13984,0.002157612,0.972774223,GTF2F2,NO
P14136,0.830202026,0.034380865,GFAP,NO
P14174,0.760154706,-0.015403659,MIF,NO
P14209,0.005394141,-0.643401527,CD99,NO
P14324,0.518894916,0.052029267,FDPS,NO
P14373,0.164315416,-0.111211719,TRIM27,NO
P14384,0.002669513,0.523201131,CPM,NO
P14406,0.012313411,-0.340001441,COX7A2,NO
P14550,0.013300089,0.293630605,AKR1A1,NO
P14618,0.006497021,0.802920597,PKM,NO
P14621,0.003541639,-0.829386595,ACYP2,NO
P14625,0.026303539,0.140251535,HSP90B1,NO
P14635,0.018332925,0.359003297,CCNB1,NO
P14649,0.006914367,0.780271391,MYL6B,NO
P14678,0.034957758,-0.19269588,SNRPB,NO
P14735,0.011595001,-0.708676829,IDE,NO
P14854,0.002516812,-0.641738054,COX6B1,NO
P14859,0.534191744,-0.028288696,POU2F1,NO
P14866,0.021965212,-0.274068592,HNRNPL,NO
P14868,0.00349107,0.935548833,DARS1,NO
P14921,0.004302871,2.343081165,ETS1,NO
P14923,0.002408246,-0.389292249,JUP,NO
P14927,0.007692537,-0.534642974,UQCRB,NO
P15121,0.000626616,2.171700519,AKR1B1,NO
P15144,0.001093089,1.668533575,ANPEP,NO
P15151,0.000984083,0.995322198,PVR,NO
P15153,0.001533934,1.758452917,RAC2,NO
P15170-3,0.003740047,0.487056046,GSPT1,NO
P15289,0.007169911,0.376680319,ARSA,NO
P15291,0.042082871,0.16439473,B4GALT1,NO
P15311,0.002005218,1.454423633,EZR,NO
P15374,0.001041698,0.692689337,UCHL3,NO
P15407,0.001289995,1.334276549,FOSL1,NO
P15408,0.547977952,-0.038087026,FOSL2,NO
P15529,0.000745237,-0.849912107,CD46,NO
P15529-2,0.004881702,-1.460886489,CD46,NO
P15531,0.341843594,-0.087617385,NME1,NO
P15559-3,0.015327949,-0.912087214,NQO1,NO
P15586,0.012594471,-0.61000904,GNS,NO
P15880,0.215042503,0.062071678,RPS2,NO
P15882,0.023825234,-0.624307366,CHN1,NO
P15923,0.053367873,-0.118288374,TCF3,NO
P15924,0.074554328,0.161670564,DSP,NO
P15927,0.000702799,0.751155361,RPA2,NO
P15941,0.000984083,-0.879346471,MUC1,NO
P15954,0.027635478,-0.774607833,COX7C,NO
P16035,0.100883969,0.216034863,TIMP2,NO
P16070,0.001322436,1.388899133,CD44,NO
P16104,0.000629149,-0.988824014,H2AX,NO
P16144-2,0.001557338,-0.775246022,ITGB4,NO
P16152,0.01033828,0.309775082,CBR1,NO
P16219,0.027728508,-0.423925189,ACADS,NO
P16220,0.009078502,-0.766655418,CREB1,NO
P16260,0.385605543,-0.072449215,SLC25A16,NO
P16278,0.003102836,-0.790501094,GLB1,NO
P16298,0.208007126,-0.19087189,PPP3CB,NO
P16333,0.002159736,0.660281305,NCK1,NO
P16383,0.002159736,0.250999481,GCFC2,NO
P16401,0.005360974,-1.378519319,H1-5,NO
P16402,0.003255591,-1.456910345,H1-3,NO
P16403,0.005304109,-1.828999453,H1-2,NO
P16422,0.003831563,-1.814931516,EPCAM,NO
P16435,0.004406139,-1.33196256,POR,NO
P16615,0.664903477,0.018301637,ATP2A2,NO
P16885,0.204959434,-0.081566082,PLCG2,NO
P16930,0.028136847,0.461405322,FAH,NO
P16949,0.020543643,0.936604954,STMN1,NO
P16989,0.815049732,-0.010160309,YBX3,NO
P16989-2,0.552076932,-0.055881737,YBX3,NO
P17010,0.004138868,-1.318543063,ZFX,NO
P17026,0.000841616,1.006378877,ZNF22,NO
P17028,0.004252463,-0.79368271,ZNF24,NO
P17029,0.001350086,-0.882264642,ZKSCAN1,NO
P17050,0.13585896,0.13472296,NAGA,NO
P17096,0.005104941,1.788428286,HMGA1,NO
P17096-2,0.00793102,2.043249756,HMGA1,NO
P17098,0.017338399,-0.746384324,ZNF8,NO
P17152,0.013253404,-0.389911176,TMEM11,NO
P17174,0.034387303,0.262442969,GOT1,NO
P17252,0.000776614,0.771856183,PRKCA,NO
P17275,0.011078975,0.379947967,JUNB,NO
P17301,0.00076114,-0.941652582,ITGA2,NO
P17302,0.01249219,0.680633935,GJA1,NO
P17480,0.005993559,-0.888183097,UBTF,NO
P17482,0.001109457,2.223429696,HOXB9,NO
P17483,0.037428501,0.607038643,HOXB4,NO
P17535,0.000620788,0.379718525,JUND,NO
P17544-1,0.172631813,0.139840973,ATF7,NO
P17568,0.007636864,-0.508867002,NDUFB7,NO
P17612,0.00852092,-0.627174944,PRKACA,NO
P17655,0.003806733,1.578684348,CAPN2,NO
P17661,0.002408246,1.841410106,DES,NO
P17676,0.006958243,-0.525546443,CEBPB,NO
P17706,0.002559067,0.658357833,PTPN2,NO
P17812,0.000813208,1.034361407,CTPS1,NO
P17813,0.000949663,0.93264692,ENG,NO
P17844,0.004718852,-0.705353216,DDX5,NO
P17858,0.019002976,-0.735596217,PFKL,NO
P17900,0.018476119,-0.725288461,GM2A,NO
P17931,0.001788906,-1.085148939,LGALS3,NO
P17980,0.017047729,0.267407949,PSMC3,NO
P17987,0.000978233,0.800774159,TCP1,NO
P18031,0.00088024,-0.498265351,PTPN1,NO
P18065,0.000319444,-0.742732503,IGFBP2,NO
P18074,0.771052899,-0.00709265,ERCC2,NO
P18077,0.213409256,0.038363479,RPL35A,NO
P18084,0.009428925,-0.421426106,ITGB5,NO
P18085,0.000511221,1.180539373,ARF4,NO
P18124,0.146065784,0.036074355,RPL7,NO
P18206,0.001270076,1.1454566,VCL,NO
P18433,0.138874106,-0.136086177,PTPRA,NO
P18440,0.001721652,-1.099161814,NAT1,NO
P18583-5,0.012850942,-0.452496949,SON,NO
P18583-6,0.31217227,-0.205223953,SON,NO
P18615,0.014805337,0.200352981,NELFE,NO
P18669,0.010712937,0.371224386,PGAM1,NO
P18754,0.001088338,0.234831941,RCC1,NO
P18827,0.114425073,-0.037430087,SDC1,NO
P18858,0.012427892,-0.548250824,LIG1,NO
P18859,0.012460673,-0.907609805,ATP5PF,NO
P18887,0.009317474,-0.247433738,XRCC1,NO
P19022,0.000333879,1.392357511,CDH2,NO
P19174-2,0.003461547,0.514513805,PLCG1,NO
P19224,0.001543601,-1.082961156,UGT1A6,NO
P19256,0.002821617,-0.600771628,CD58,NO
P19367,0.071126419,-0.128111434,HK1,NO
P19387,0.033761779,-0.090218427,POLR2C,NO
P19388,0.115229943,-0.122179465,POLR2E,NO
P19419,0.267020439,0.087973637,ELK1,NO
P19440,0.00152195,-0.571826532,GGT1,NO
P19447,0.059349591,0.144244492,ERCC3,NO
P19474,0.002421501,0.909463962,TRIM21,NO
P19526,0.070097757,-0.58616833,FUT1,NO
P19532,0.057498528,0.316804482,TFE3,NO
P19623,0.017591824,0.26044515,SRM,NO
P19634,0.001827864,-0.295891191,SLC9A1,NO
P19784,0.000399063,0.561911838,CSNK2A2,NO
P19823,0.024575944,1.103657967,ITIH2,NO
P19838,0.00270975,0.404895353,NFKB1,NO
P19971,0.012233211,1.347159611,TYMP,NO
P20020,0.003198736,-0.709659288,ATP2B1,NO
P20042,0.001543601,0.708649892,EIF2S2,NO
P20073,0.07593417,-0.16439242,ANXA7,NO
P20248,0.001403068,0.255828467,CCNA2,NO
P20290,0.454661884,0.046099325,BTF3,NO
P20290-2,0.331085395,-0.099129065,BTF3,NO
P20337,0.000545797,2.053223162,RAB3B,NO
P20338,0.000915962,0.325169831,RAB4A,NO
P20339,0.005657004,-0.465502384,RAB5A,NO
P20340,0.008222584,-0.437843705,RAB6A,NO
P20340-2,0.001616744,-0.475580265,RAB6A,NO
P20585,0.052167635,-0.143476127,MSH3,NO
P20591,0.004033807,-0.852006582,MX1,NO
P20618,0.59910797,0.017351983,PSMB1,NO
P20645,0.002934007,0.207081528,M6PR,NO
P20674,0.009780946,-0.709160126,COX5A,NO
P20700,0.006164243,-0.765570611,LMNB1,NO
P20742,0.00143317,1.218186885,PZP,NO
P20749,0.996334676,-0.000491056,BCL3,NO
P20827,0.01453105,-0.41680364,EFNA1,NO
P20839,0.016161968,-0.61056259,IMPDH1,NO
P20933,0.007835899,-1.75798298,AGA,NO
P20936,0.10088961,0.118063349,RASA1,NO
P20962,0.012909554,0.418956429,PTMS,NO
P21127,0.010723436,-0.391948125,CDK11B,NO
P21266,0.024575944,-1.262472767,GSTM3,NO
P21281,0.000716425,0.298675659,ATP6V1B2,NO
P21283,0.957161321,-0.004098635,ATP6V1C1,NO
P21291,0.35645251,-0.093534343,CSRP1,NO
P21333-2,0.146827666,-0.116756576,FLNA,NO
P21359,0.006118272,-0.650158495,NF1,NO
P21397,0.049536294,-0.172899195,MAOA,NO
P21399,0.001543601,0.549486103,ACO1,NO
P21579,0.022755602,0.22282661,SYT1,NO
P21583,0.201672382,-0.23783678,KITLG,NO
P21589,0.000458534,1.656883359,NT5E,NO
P21709,0.102988643,-0.373962595,EPHA1,NO
P21741,0.003003666,-1.472070061,MDK,NO
P21796,0.014397469,-0.386376041,VDAC1,NO
P21860,0.000671164,-1.115210491,ERBB3,NO
